1	2011.10.02	乃木坂46ついにデビュー 自己紹介
2	2011.10.09	乃木坂46七福神決定!!7人のキャッチフレーズを考えよう!
3	2011.10.16	選抜以外の18名をアイドルマスター有野が徹底分析！
4	2011.10.23	新たなメンバー登場！全メンバー抜き打ち体力測定！
5	2011.10.30	アイドル適性テストに挑戦!
6	2011.11.06	乃木坂４６お見立て会の楽屋に大潜入！
7	2011.11.13 	初グルメレポートでおバカコメント連発
8	2011.11.20 	初めての女優体験！メンバー演技初披露
9	2011.11.27	私服おしゃれチェック　ダンス初披露！
10	2011.12.04 	上京メンバー都内ロケ　番田舎者は誰？
11	2011.12.11	はじめてのリアクション体験で絶叫連発
12	2011.12.18 	料理の腕前チェック！乃木坂に重大発表
13	2011.12.25	クリスマスゲーム大会　暴露合戦が勃発！
14	2012.01.08 	選抜メンバーが決定！涙涙の大発表ＳＰ
15	2012.01.15	メンバーを個人面談！あの曲を初披露！
16	2012.01.22	もしも乃木坂が大物芸能人に出会ったら
17	2012.01.29	テレビ初出し！メンバーガチ特技披露！！
18	2012.02.05	メンバーの手相を診断　リーダー決定！
19	2012.02.12	ハプニング続出！過酷すぎるPRツアー
20	2012.02.19	全国８都市弾丸ＰＲツアー！涙の後半戦
21	2012.02.26	深層心理丸裸の心理テストを実施！
22	2012.03.04	乃木坂４６がお笑いの王道である大喜利に初挑戦!!
23	2012.03.11	乃木坂４６結成から現在までを振り返る乃木坂ヒストリー。
24	2012.03.18	セカンドシングルの選抜メンバーを発表
25	2012.03.25	メンバーによるタレこみ企画
26	2012.04.01	初めての本格コントに挑戦！
27	2012.04.08	乃木坂４６が女子アナに挑戦
28	2012.04.15	乃木坂４６がはじめてのドッキリに挑戦！
29	2012.04.22	モデル力をチェック！
30	2012.04.29	選抜メンバーがプロモーションのため、指原の出身地・大分県へ！
31	2012.05.06	使えるエピソードトークを身に付けよう！
32	2012.05.13	乃木坂４６エピソードトークチェック!
33	2012.05.20	メンバーは日村の機嫌を直すことが出来るのか？
34	2012.05.27	メンバーの知られざる一面を大検証！
35	2012.06.03	若月・岩瀬の生誕祭／抜き打ちファッションチェック
36	2012.06.10	バラエティ番組の定番ゲームに挑戦！
37	2012.06.17	サードシングルの選抜メンバー発表！
38	2012.06.24	「激辛占い」＆「生駒の服を買おう」の豪華２本立て！
39	2012.07.01	日村が苦手な３人が手料理でおもてなし！
40	2012.07.08	夏を先取り！乃木坂怪談
41	2012.07.15	日村の自腹ショッピングパート２！ 
42	2012.07.22	3rdシングル発売に向け、初の合宿を実施！
43	2012.07.29	ハプニング続出の乃木坂キャンプ合宿第2段！
44	2012.08.05	乃木坂キャンプ合宿最終章
45	2012.08.12	「シングル、自分たちでプロモーションしてきなさい企画」第3弾！
46	2012.08.19	サードシングル地方キャンペーン！パート２
47	2012.08.26	大生誕祭スペシャル！！
48	2012.09.02	秋先取り！乃木坂大運動会を開催！
49	2012.09.09	新曲「走れ！Bicycle」のスタジオ収録を賭けた 乃木坂大運動会第２幕！
50	2012.09.16	秋の大運動会最終章！
51	2012.09.23	「１６人のプリンシパル」の表と裏を大公開！
52	2012.09.30	乃木坂って、どこ１周年記念！
53	2012.10.07	4thシングルの選抜メンバー発表！
54	2012.10.14	大注目の新メンバー・秋元真夏のキャラを徹底解剖！
55	2012.10.21	早くも新メンバー秋元真夏に初の試練！
56	2012.10.28	乃木坂46ハロウィンパーティー！
57	2012.11.04	有名観光スポットで乃木坂46が大暴れ！
58	2012.11.11	秋の遠足！東京謎解きツアー〜後半戦！！
59	2012.11.18	乃木坂写真展！
60	2012.11.25	笑顔、そして涙の岩瀬佑美子卒業式。
61	2012.12.02	１２月生まれメンバーの生誕祭！
62	2012.12.09	乃木坂４ｔｈシングルキャンペーン！第一弾
63	2012.12.16	４thシングル「制服のマネキン」ヒット祈願・後半戦
64	2012.12.23	乃木坂46サンタが子供達のもとへサプライズ訪問!
65	2013.01.06	次回は２０１３年１月６日放送お楽しみに！！
66	2013.01.13	仕事からプライベートまで乃木坂４６メンバーの2013年を占う！
67	2013.01.20	今年成人式を迎える白石、松村、橋本、衛藤の ４人がオトナの世界に繰り出し、 あらゆるスポットを初体験！
68	2013.01.27	１月生まれメンバーの生誕祭！
69	2013.02.03	焼肉争奪バトル！
70	2013.02.10	乃木坂４６メンバーがお届けする聖バレンタイン！
71	2013.02.17	２月生まれメンバーの生誕祭！
72	2013.02.24	「２期生対策講座」を実施！
73	2013.03.03	 再び課された５ｔｈシングルヒット祈願！
74	2013.03.10	５ｔｈシングルキャンペーン！
75	2013.03.17	乃木坂４６メンバーが高校の卒業式に極秘潜入！！
76	2013.03.24	深川、川後の生誕祭＆自撮り選手権の２本立て！
77	2013.03.31	乃木坂４６のウソを大暴露！
78	2013.04.07	乃木坂４６が書道ガールズに！？
79	2013.04.14	乃木坂４６メンバーがキャラクタープロデュース！？
80	2013.04.21	６ｔｈ選抜発表！！
81	2013.04.28	乃木坂春のコレクション！＆生誕祭の２本立て！
82	2013.05.05	「コンプレックスクイズ」開幕！
83	2013.05.12	乃木坂４６スター講座開講！
84	2013.05.19	乃木坂46の二期生が番組初登場！
85	2013.05.26	乃木坂メンバーのブログを徹底チェック！
86	2013.06.02	お互いを知って仲良くなろう！ニ期生意識調査
87	2013.06.09	ジューン・ブライド特別企画、乃木坂４６「花嫁検定」
88	2013.06.16	乃木坂４６！アイドル抜き打ちチェック。
89	2013.06.23	子供たちの悩みに答えよう乃木坂こども相談室！
90	2013.06.30	恒例のシングルキャンペーン！
91	2013.07.07	６ｔｈシングルキャンペーン！
92	2013.07.14	乃木坂メンバーがスタジオに全員集合！
93	2013.07.21	「大所帯アイドルあるある」延長戦！
94	2013.07.28	乃木坂46の素を大暴露！！
95	2013.08.04	「乃木どこ」真夏の恒例イベント、怖～い話大会！
96	2013.08.11	恐怖の肝試しへ！！
97	2013.08.18	プレッシャー自己紹介！
98	2013.08.25	「地元愛を出して行こう」 
99	2013.09.01	「地元愛を出して行こう」延長戦！
100	2013.09.08	乃木坂番長王決定戦！
101	2013.09.15	家族に緊急アンケート！
102	2013.09.22	家族に緊急アンケート！延長戦！
103	2013.09.29	芸術の秋！あの映画をオススメしよう！
104	2013.10.06	いよいよ７ｔｈシングル選抜メンバー発表！
105	2013.10.13	新センターになった堀未央奈を大研究！
106	2013.10.20	７ｔｈ選抜メンバーの団結力を高めよう！
107	2013.10.27	乃木坂４６　ハロウィンパーティー！
108	2013.11.03	乃木坂４６生態調査！
109	2013.11.10	在庫一掃！乃木坂アンケート祭り！！
110	2013.11.17	恒例　シングルキャンペーン！
111	2013.11.24	選抜メンバー全員による滝行ヒット祈願、さらに過酷な後編！
112	2013.12.01	秋元真夏プレゼンツ「乃木坂運動オンチ決定戦」！
113	2013.12.08	乃木坂４６大反省会！
114	2013.12.15	乃木坂４６大食い女王決定戦！
115	2013.12.22	妄想クリスマスを開催！
116	2014.01.05	新春！乃木坂かくし芸大会！
117	2014.01.12	かくし芸大会の後半戦！
118	2014.01.19	乃木坂46メンバーの初夢を大発表。
119	2014.01.26	待望の８ｔｈシングル選抜メンバー発表！
120	2014.02.02	８ｔｈ選抜メンバーがフォーメーションの列ごとに分かれ、女子会！
121	2014.02.09	メンバー同士でバレンタイン会を実施！
122	2014.02.16	まだまだ続くバレンタインパーティー後半戦！
123	2014.02.23	８ｔｈシングルキャンペーンは、またまたメンバーによるヒット祈願！
124	2014.03.02	次週、番組初の海外ロケinマカオ！
125	2014.03.09	まだまだ続く！「乃木坂って、どこ？」ＩＮマカオ
126	2014.03.16	８ｔｈシングルキャンペーン！完結編！
127	2014.03.23	日村賞、総決算！
128	2014.03.30	新センター・西野七瀬を掘り下げる！
129	2014.04.06	乃木坂エイプリルフール選手権！
130	2014.04.13	乃木坂法廷が開廷！
131	2014.04.20	乃木坂法廷、早くも第2回目が開廷。
132	2014.04.27	乃木坂46が寝起きドッキリ！！
133	2014.05.11	９thシングル選抜メンバー大発表！
134	2014.05.18	松井玲奈とがっつり話そう！
135	2014.05.25	乃木坂４６「涙の女王」を決定！
136	2014.06.01	生駒里奈、総選挙への道！
137	2014.06.08	ウチの娘をお願いします！ゴリ押し推薦文コンテスト 前篇！
138	2014.06.15	“ウチの娘をお願いします！”ゴリ推し推薦文コンテスト 後半戦
139	2014.06.22	乃木坂先生の爆笑授業、いざ開講～！
140	2014.06.29	乃木坂頭脳王！
141	2014.07.06	9thシングルヒット祈願キャンペーン！
142	2014.07.13	1番のおバカ＝『頭NO王』が決定！！
143	2014.07.20	1カ月間で目標達成を目指します！
144	2014.07.27	私の尊敬する人グランプリ！
145	2014.08.03	１０thシングル選抜メンバー大発表！ 
146	2014.08.10	乃木坂４６パリ珍道中！
147	2014.08.17	妄想ナツコイグランプリ！
148	2014.08.24	まだまだ続く！私の夏恋グランプリ！！
149	2014.08.31	今年の夏の集大成！夏休みの課題大発表会！
150	2014.09.07	まだまだ続く、夏休みの課題大発表会！
151	2014.09.14	1ヵ月あればコレが出来ます！夏休みの課題大発表会延長戦！
152	2014.09.21	乃木坂「画」王決定戦!
153	2014.09.28	10thシングルヒット祈願キャンペーン！
154	2014.10.05	10thシングルヒット祈願キャンペーン！後篇
155	2014.10.12	何度も青空撮ってこい対決！
156	2014.10.19	乃木坂POP女王選手権！！
157	2014.10.26	毎年恒例のハロウィン企画！
158	2014.11.02	知ってて当然！テレビ芸能常識クイズ！
159	2014.11.09	乃木坂46がついにクイズ王と対決！！
160	2014.11.16	クイズ王決定戦後半戦！
161	2014.11.23	乃木坂観察眼王グランプリ！
162	2014.11.30	実はあの人○○なんです！乃木坂観察眼王グランプリ後半戦
163	2014.12.07	メンバーの休日に密着！
164	2014.12.14	メンバーの休日に密着、後半戦！
165	2014.12.21	今年もやります！クリスマスの妄想恋愛！
166	2015.01.04	デビューからを振り返る！
167	2015.01.11	乃木坂４６オモテ年表ウラ年表！後編
168	2015.01.18	１１枚目シングル選抜発表！
169	2015.01.25	2015年で成人になる乃木坂４６メンバー達が大人体験！
170	2015.02.01	乃木坂スキー企画！
171	2015.02.08	乃木坂スキー合宿　完結編！
172	2015.02.15	バレンタイン企画を今年も開催！
173	2015.02.22	乃木坂バレンタイン２０１５後半戦！
174	2015.03.01	なんであれはカットになったのか！？
175	2015.03.08	なんであれはカットになったのか！？後半戦
176	2015.03.15	１１ｔｈシングルヒット祈願キャンペーン！
177	2015.03.22	乃木坂の休日第2弾！
178	2015.03.29	「仲良し同士のプライベートに密着！乃木坂46の休日」後半戦！
179	2015.04.05	さよなら「乃木坂って、どこ？」
180	2015.04.12	能條・川後による乃木どこセレクト
